,gender,current_country,cc_status,education_level,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,hash,postcode_split
377,F,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,35-50,Africa,f6b410d377d0bcae2910f2584cbcba17736505aa,W06
378,M,United Kingdom,0,secondary,40-50,light smokers,moderate,underweight,35-50,North America,d140fff61fe43196963ad3c4032a3c34b7b55ee3,S7T
379,F,United Kingdom,0,secondary,<20,heavy smokers,moderate,underweight,2-18,Africa,24b37fa065c5c243eb6d2f53fbbc8a7b6c2dc0e1,ZE4R
380,F,United Kingdom,0,bachelor,30-40,heavy smokers,low,healthy,35-50,Africa,82be8f0d9eb028a83718e133e5510af80df0bbf0,JE2Y
381,M,United Kingdom,0,phD,50-60,heavy smokers,high,healthy,2-18,Oceania,d7cae4f5605f35badd45cf83f928d23f156d7e4e,B34
382,M,United Kingdom,0,phD,50-60,intermediate smokers,low,underweight,19-34,North America,7f60c7d3f9048a097ab1ce5d2c85914806133a26,WV4E
383,M,United Kingdom,0,masters,60-70,light smokers,moderate,underweight,2-18,Asia,904b4ea7ae02ccdd44d3ba8e18aa79b578daec4f,EC11
384,M,United Kingdom,0,other,30-40,intermediate smokers,moderate,overweight,35-50,Europe,da064151eac5edd7132daa1c832af121dd18dc3f,DG26
385,F,United Kingdom,0,other,20-30,intermediate smokers,moderate,overweight,2-18,North America,57422e473ad24123b74d04b6bbe4e5d30d61c620,IV1
386,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,35-50,Asia,ef211f2b74b7c6aea55a89950ebb27c38ea2bc69,EN46
387,F,United Kingdom,0,bachelor,50-60,intermediate smokers,low,overweight,35-50,Asia,fe5593335ec52e376a521101a6f1826fbb4345c2,G55
388,F,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,19-34,North America,833634029d41ff4292673d3c6a64c3fe6497d297,NR8
389,M,United Kingdom,1,masters,20-30,intermediate smokers,low,underweight,19-34,Africa,10f622ba16c61868303712b0ac8a6ec67c0ab21e,NW36
390,F,United Kingdom,0,masters,30-40,heavy smokers,moderate,overweight,19-34,Africa,e29f1327dbb50a7d3fa89e816f8f8ad7a9663ea3,G1
391,F,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,19-34,Africa,0e886d0169d2a30e32c5fc4812a5a447a276e7a3,KA8
392,M,United Kingdom,0,secondary,20-30,light smokers,high,healthy,35-50,Africa,7855f897121f86e15577a507f44e0ef82dd8bd39,L5D
393,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,2-18,Europe,90fc865a169758be300726046fd8b545baafd461,S9G
394,F,United Kingdom,0,secondary,30-40,heavy smokers,low,healthy,2-18,Europe,898ed09230795981524c0c982515fb8b2e2631e8,G33
395,F,United Kingdom,0,masters,50-60,intermediate smokers,moderate,overweight,35-50,Africa,0ffbfb278eb7c1bd52d599100f32b5cfba3f487a,DA72
396,F,United Kingdom,0,secondary,50-60,heavy smokers,high,healthy,19-34,Oceania,b267158292cb565bb110468e03020c10785c4a80,TR71
397,M,United Kingdom,0,phD,20-30,heavy smokers,low,overweight,2-18,Africa,bb0c60ea8e05fda7f5aeec80e245151eb9c59a5f,W2
398,M,United Kingdom,0,bachelor,30-40,light smokers,low,underweight,19-34,Europe,3eca7d5aac4fc7c1b8e97ce3196a4d75d5d323dc,EH2H
399,M,United Kingdom,0,other,60-70,heavy smokers,low,healthy,19-34,South America,0e56bc745a1e8fb571213833a8f966db89cd5ecb,SN66
400,M,United Kingdom,1,secondary,50-60,heavy smokers,moderate,overweight,19-34,Europe,b39e76a9379b79bd43938bc00cad913fe8fae9c2,W3
401,F,United Kingdom,0,secondary,30-40,intermediate smokers,low,underweight,2-18,Africa,4f74b28370eaabec4d8efbd1cf124bb01f715ec0,ML11
402,F,United Kingdom,0,secondary,50-60,heavy smokers,low,underweight,2-18,Oceania,5abedd1f2a081fdea4eac9a7872bba542ce062ab,CW02
403,M,United Kingdom,0,bachelor,20-30,intermediate smokers,high,overweight,2-18,Asia,2d8cead70c9ecb606086b19ee12f4186170b44da,M32
404,M,United Kingdom,0,masters,30-40,heavy smokers,low,underweight,35-50,North America,f07c97c9a123da790cc62ce2f72f24cf30bec1a1,N86
405,F,United Kingdom,0,secondary,50-60,heavy smokers,high,underweight,2-18,South America,4618419bf4a4f71bc089161a408b55a2695c44c9,EH3R
406,M,United Kingdom,0,other,20-30,heavy smokers,moderate,overweight,2-18,Asia,08b53d27c224b54f764fef7a70f8f84db7f070f3,CA3E
407,M,United Kingdom,0,masters,40-50,heavy smokers,moderate,overweight,35-50,Europe,0402ace4fe361be642d40a248b75834c36cb9611,M1H
408,M,United Kingdom,0,other,50-60,heavy smokers,high,underweight,2-18,Oceania,293467f9cee2aa82e7cf5a7af82d894bc269d641,PR34
409,M,United Kingdom,0,other,20-30,heavy smokers,low,healthy,35-50,Asia,3788cecaa5a719ad68c350992f5354a3617ac743,N57
410,M,United Kingdom,0,bachelor,40-50,intermediate smokers,moderate,healthy,19-34,Asia,8851d4366721d8753857c6a2dc6d314108a01651,KA1V
411,F,United Kingdom,0,bachelor,50-60,heavy smokers,moderate,underweight,19-34,Africa,37f7be1bc309de702b76e6cf511084e2f7955a06,CH66
412,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,healthy,2-18,South America,453d3e1bf47768dd168d9af90aba3d083c582273,W54
413,M,United Kingdom,0,secondary,40-50,intermediate smokers,low,overweight,2-18,North America,aaa32b47eeaeb17454104c1975af0a809330853a,OX36
414,F,United Kingdom,0,secondary,50-60,intermediate smokers,low,underweight,35-50,Oceania,ff60c1b9f9af974e43a6b3b5befeebbf5d8b356a,S9E
415,F,United Kingdom,0,primary,60-70,heavy smokers,low,overweight,35-50,Asia,ee861d4ecc5368a3ac4fd406790b4161bf821af7,S54
416,M,United Kingdom,0,secondary,30-40,heavy smokers,moderate,healthy,35-50,South America,61d6857458b91700dd59530ea8b531d657b206a2,TF70
417,F,United Kingdom,0,secondary,60-70,heavy smokers,,overweight,35-50,Africa,cdc103c916a6585a8811c70b47b1e1f8f71f5e3d,DE6
418,M,United Kingdom,1,secondary,30-40,intermediate smokers,low,healthy,19-34,Africa,014dd297c7c8fea6fc1352f5685375ae8fda1819,NR7E
419,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,overweight,2-18,Asia,6f8b3036c1afe1d835361774d5e915dab932d8a1,WN9
420,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,19-34,Europe,305db95ea4d2ba9d08787100ac30bd61a63f4f84,G51
421,M,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,35-50,North America,766447de0c2af37e46933750ef3742f8f32de977,HS95
422,M,United Kingdom,0,primary,<20,heavy smokers,low,underweight,2-18,Asia,92b53a0eb473af6b96a46a4f12ae0ba46e0ffbea,G21
423,M,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,2-18,Asia,31b4fa6b42f12ec5996e6b4a15aab4594c97784b,S42
424,F,United Kingdom,0,bachelor,60-70,heavy smokers,high,healthy,2-18,Europe,3a872143606abf29ef1d0b14749145853a4283ee,N1
425,M,United Kingdom,0,secondary,<20,heavy smokers,moderate,healthy,2-18,Asia,61852f73a56ab288e258442f507d843f08b49860,UB8A
426,M,United Kingdom,0,secondary,30-40,heavy smokers,low,healthy,35-50,North America,f1a0b807494286933d62aa1a0052d5b8aa6b1b65,WS1B
427,F,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,19-34,Antarctica,a1ca21fc9456e5979fe3a51707a53316af87e001,NE2
428,F,United Kingdom,0,other,20-30,heavy smokers,high,overweight,19-34,Africa,626c8de828d250a8e0684ba68a27678cf3759576,E7
429,M,United Kingdom,0,masters,40-50,heavy smokers,high,underweight,2-18,Oceania,48f132c78cd0cc4f0a229b3fbae3dc167a94cc2a,LN00
430,F,United Kingdom,0,secondary,50-60,intermediate smokers,high,healthy,19-34,Africa,325fb1d295d0412a4655ee35f68d10277ff5f21d,N4C
431,M,United Kingdom,0,bachelor,60-70,heavy smokers,high,healthy,19-34,Africa,b7921f361551cc650f779e37bd7729ee45c0f060,SG3
432,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,2-18,Africa,0e4689835bf936697913aec74f4333fa7fe0303b,L43
433,M,United Kingdom,0,secondary,20-30,intermediate smokers,low,underweight,2-18,Asia,aa17d5e0d762a3978869928e835ed989f1ff631c,NW6
434,F,United Kingdom,0,secondary,50-60,heavy smokers,moderate,overweight,19-34,Africa,ba62e1a9fe9db0f36f06ec791a8e821caf4afcb5,G7
435,M,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,2-18,Oceania,26cf3722742743852096ae9909a19f05d64a2ec9,W9
436,M,United Kingdom,0,secondary,60-70,intermediate smokers,low,healthy,35-50,Europe,ab2c51e54697565e1a262337dd6bb4ef74548096,KT8N
437,M,United Kingdom,0,other,40-50,intermediate smokers,low,overweight,35-50,Asia,9aa4e634e68296935c08460ce95bcede863f925f,L1T
438,M,United Kingdom,0,bachelor,30-40,intermediate smokers,low,underweight,19-34,Asia,276a9cca73521190444e49550d37531e116dc556,E8S
439,F,United Kingdom,0,secondary,40-50,intermediate smokers,low,healthy,2-18,North America,d5408bf1a9f1f8fcb15c7a8cb672128ad44c1397,E37
440,F,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,2-18,Africa,f34d4966002c5eb3638d96bf60291f235356e72f,B40
441,F,United Kingdom,0,bachelor,40-50,heavy smokers,low,overweight,19-34,North America,c74751e45dfdb17f184938345fdcfe5f515d3a64,B2B
442,M,United Kingdom,0,secondary,40-50,light smokers,low,healthy,2-18,North America,d42d6d840f40cf943004216c36e01df282e6a590,SP2V
443,M,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,19-34,Africa,01040ce85e8997372eb452cb3f062e4afd55ac35,L8G
444,M,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,overweight,2-18,Asia,0c9a4f2053ebc936a66f70b3f9c5b7d132bc8d01,W5
445,M,United Kingdom,0,other,40-50,intermediate smokers,low,healthy,35-50,Asia,a1387beda1c0a6e4aa094c63af4ba21134584893,ST3M
446,F,United Kingdom,0,other,50-60,heavy smokers,low,underweight,35-50,Europe,26f6f1f78124a324161134d10e6b1733d9e6dc9b,L7
447,F,United Kingdom,0,bachelor,40-50,heavy smokers,low,underweight,2-18,North America,ef3d8f966faaeeb2ad1de8ec4348aa9af07698d9,B9
448,M,United Kingdom,0,primary,20-30,light smokers,low,underweight,35-50,Europe,e540fe1035b25cdc8b5a1d883e987b43a4db2d9b,YO59
449,M,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,2-18,Africa,2f8e30aa416a846515b490cff5c66f647fc72289,GU2X
450,F,United Kingdom,0,secondary,40-50,heavy smokers,high,underweight,35-50,Europe,e1621ede8db9429a25608f7d846851abe73ac6fa,S16
451,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,35-50,Antarctica,e3874bb1da641b9801468cf9c323d17c0346c122,N3
452,F,United Kingdom,0,secondary,30-40,heavy smokers,high,overweight,19-34,Africa,0ae2eca88c5a898a705d809fb0edf02fb78f1376,S8T
453,M,United Kingdom,0,primary,30-40,heavy smokers,moderate,healthy,2-18,South America,be37bfdd94974f454c614c290b208317b6c48e25,JE8
454,F,United Kingdom,1,bachelor,30-40,intermediate smokers,moderate,overweight,2-18,Oceania,65cb4cc09bdffa712ee6e51fe2c7498fd477358f,L53
455,M,United Kingdom,0,masters,60-70,heavy smokers,low,overweight,2-18,Asia,3aae5874858cbd0968d46514c5ed4fa6852e22f7,BH4
456,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,2-18,Asia,b66fbfa41cc5993ef1d274e6d4717d974e45e038,NW03
457,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,healthy,19-34,Europe,acb2f57fbc5bb4cda5b16edd18416f9ed2bc61e4,M3
458,M,United Kingdom,0,bachelor,20-30,intermediate smokers,high,overweight,2-18,Africa,8a62759608b574a668f106621d9f39dfc832fa3b,E8
459,M,United Kingdom,0,phD,30-40,heavy smokers,low,overweight,2-18,Africa,c2a87590a77d5bf2ebea0a28c935caaa6439c2c0,M3H
460,F,United Kingdom,0,masters,30-40,heavy smokers,moderate,underweight,35-50,North America,5e808a0eaadc268735bc9dfedb2a12208793c73c,L9E
461,F,United Kingdom,0,bachelor,20-30,heavy smokers,moderate,overweight,2-18,Africa,3dd4f82f0d05f2a416cb4699dedba155cb0f1e7c,TQ68
462,M,United Kingdom,0,secondary,40-50,intermediate smokers,moderate,underweight,35-50,Europe,4894a8b7b36f3608276ff768f15e42f45b2caf10,OL7A
463,M,United Kingdom,0,bachelor,30-40,intermediate smokers,high,overweight,19-34,Europe,4c2ba05328eef1c0a1279f9375fcee41d8e9d7be,HP2H
464,F,United Kingdom,0,secondary,40-50,heavy smokers,moderate,underweight,19-34,Antarctica,979fe6304e1b46091d02bb7b6550921a48427060,B0
465,M,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,19-34,Oceania,3af3686a86b109b5ec69f1c6bb7b9e6b58487670,CW6Y
466,F,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,2-18,Africa,36bf9daaa597101e22ab240fd233906a63a5eb42,G0
467,F,United Kingdom,0,masters,40-50,intermediate smokers,high,healthy,35-50,Europe,535be5ecf23c50bf2bf562f425a954b70bd5b086,SP1
468,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,35-50,South America,b5cd47bab14af67b33ad2c6e87cd969495a70fa6,N2
469,F,United Kingdom,0,masters,30-40,heavy smokers,moderate,overweight,2-18,Asia,756f6329132cf6bbfee57f269bbcb2def866590c,TN81
470,F,United Kingdom,0,secondary,40-50,heavy smokers,low,healthy,2-18,North America,d2249e019231d6cbbbfe453b4691ab1fd4612f3d,B0H
471,F,United Kingdom,1,masters,50-60,intermediate smokers,high,healthy,35-50,Oceania,c5650d547f9d86d0778d7e1aaeec3eee43ee1f46,W9
472,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,35-50,North America,cfd5815b989ea6d166cb03a86e1858fa8bdb6124,N1F
473,M,United Kingdom,0,other,20-30,heavy smokers,moderate,overweight,35-50,Europe,218573e469530e8d3208346732c0bfff5929dac6,L7
474,M,United Kingdom,1,secondary,40-50,heavy smokers,low,underweight,19-34,North America,9adae9f97f3dd1290658f3f686f41a2b17544c3b,W2
475,F,United Kingdom,0,secondary,40-50,intermediate smokers,moderate,underweight,19-34,Asia,5c2e7266259f924777b9bf01d51bece0701d0f75,W5
476,M,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,35-50,Asia,859bd13f9c1361a874047f01f9de17d813f5de79,HA95
477,M,United Kingdom,0,secondary,20-30,intermediate smokers,high,healthy,2-18,Europe,a27a61eec73745831f83f12c47c6f39338ccd7af,L8
478,M,United Kingdom,0,secondary,40-50,intermediate smokers,low,overweight,2-18,Asia,033a99595c8c2884e04d58593c6871a8d2c87e25,WS7N
479,F,United Kingdom,0,secondary,<20,intermediate smokers,moderate,overweight,2-18,Oceania,d4bb3a1340724902e3aab8da76f00f95cdf04517,NG7Y
480,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Africa,36fa599bba6c20d11ff60307f01a76b0b7ba5550,WA9M
481,F,United Kingdom,0,secondary,50-60,light smokers,moderate,overweight,35-50,Europe,f1cfd713679743cf361c60441b37d67549407db2,L23
482,M,United Kingdom,0,masters,40-50,heavy smokers,high,underweight,35-50,Africa,d7ccd47f9280d0da0c499730f7b5b5f3ec5901c0,HA5
483,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,35-50,Africa,dc2f8cadd04c2c3eb4a77f8daed4ebd7d6b3916d,S2A
484,M,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,35-50,North America,8b2028f25b62c2fe4215c55fe159d57cfcf38184,G93
485,F,United Kingdom,0,primary,<20,heavy smokers,moderate,overweight,19-34,North America,50ade8c13c61a7b1ca3bbc712515f5cb036cd718,PH22
486,M,United Kingdom,0,bachelor,40-50,heavy smokers,high,healthy,2-18,Europe,98979df25af8c5be335e6dadcdefbc3aa7c1d015,GY2
487,M,United Kingdom,0,masters,40-50,heavy smokers,moderate,healthy,35-50,Oceania,fc34dc7268bfaa177587c85b76faa85b8ade5c3e,KT0
488,F,United Kingdom,0,bachelor,60-70,light smokers,moderate,underweight,2-18,North America,4726671e7e98f1851dec300b6f1d691b22a07c9e,N95
489,M,United Kingdom,0,primary,30-40,heavy smokers,moderate,overweight,2-18,South America,1074619066857e912936f5442d559f74cc4bbd5e,NP8V
490,F,United Kingdom,0,bachelor,20-30,light smokers,low,healthy,2-18,North America,b8fa0c9cef09b1dc04b7d5e47115b197d26b607b,S2T
491,M,United Kingdom,0,secondary,20-30,heavy smokers,low,underweight,35-50,Asia,e3f74520ea7a33f9dcbf303e67a5f65985a7a58f,CH5M
492,M,United Kingdom,0,secondary,60-70,intermediate smokers,high,underweight,2-18,Asia,780ad846cbf3e77c89b17b51e50b21e0e41055a2,W01
493,F,United Kingdom,0,masters,30-40,intermediate smokers,low,overweight,19-34,Asia,07c7c82a16746d2d91189e593850e23a3a62af27,TR3Y
494,M,United Kingdom,1,secondary,20-30,heavy smokers,low,overweight,35-50,Africa,8364a5bbc971f6b94dc3b03129939fb6a0c1338e,LN9
495,F,United Kingdom,0,bachelor,60-70,light smokers,low,healthy,2-18,Europe,b1414c27bb9593690f74375bbf941ec0ffc912a4,E6B
496,M,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,35-50,Africa,b16bccea7907046e2ae226387f17feed0be3de11,W3K
497,F,United Kingdom,0,masters,30-40,heavy smokers,high,overweight,2-18,Africa,917567d09f996c2ab2f1d97d8b09370332bd1fed,LE27
498,F,United Kingdom,0,masters,60-70,heavy smokers,moderate,overweight,2-18,Africa,141d879d1c2371308efe63d45a1c4bd3b08b4250,BB2P
499,F,United Kingdom,0,secondary,30-40,heavy smokers,moderate,underweight,19-34,North America,beb5a9a1bfd4234c4857f3abda05df466ae76a91,M2C
500,M,United Kingdom,0,secondary,30-40,heavy smokers,low,underweight,2-18,Africa,e0db8da358eff87703aaec4a35021b8d0bde2091,B4H
501,M,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,35-50,Europe,3232bffe487ff381ec045712b3f2f34062f9864a,M38
502,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,healthy,19-34,Europe,72f55aff67fa294c4a49b95a9e9ac9649e2a61b4,TW5
503,F,United Kingdom,0,secondary,20-30,intermediate smokers,moderate,overweight,2-18,Europe,6f4b1232fdca9c6b3f497bf853fe3e06a5ed3bef,S3
504,F,United Kingdom,0,secondary,<20,heavy smokers,moderate,underweight,35-50,Asia,81a683d4ee26366872d37f0501187160b7013ffd,W9
505,F,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,2-18,Oceania,725ca6999acb4beff0968c8000e177ea96295aa0,SR5
506,M,United Kingdom,0,secondary,50-60,light smokers,high,overweight,2-18,Oceania,862dfbd74e8497479d28164c4caac8e1dd28fbdc,E8B
507,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,underweight,2-18,Europe,78e4036f86283835571b02e7a5968e574ab9a1a9,G9
508,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,35-50,Africa,e33b74fda7a8d429ba15ef671941b399a8fe0c78,DN0
509,M,United Kingdom,0,phD,60-70,heavy smokers,moderate,overweight,19-34,Europe,49f20b6e2285f1cc1b78dea2f5d2347542a6f211,L11
510,F,United Kingdom,0,secondary,50-60,light smokers,high,overweight,35-50,Africa,99d09575a3523e778b476ba13a66fd7bb9a2b7aa,NE7
511,M,United Kingdom,0,other,50-60,intermediate smokers,low,overweight,35-50,Africa,b52aee6812b60ec0aa75f3e928a83d5301c38c56,G11
512,M,United Kingdom,0,secondary,60-70,heavy smokers,low,healthy,2-18,Europe,11b652b865866d91cb9bc15d68792c5f66abfb4c,JE3
513,F,United Kingdom,0,phD,40-50,intermediate smokers,moderate,healthy,35-50,Africa,b92a9636f287aa83cf3eb2a9fc8088c6f9b71300,S9
514,F,United Kingdom,0,bachelor,50-60,heavy smokers,high,underweight,2-18,Europe,031356a615dc44a985b899fadc1989b07eaed392,BB04
515,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,2-18,Oceania,969d5cbec215eff59adcf56b4d34216845961959,NE9
516,M,United Kingdom,0,secondary,<20,intermediate smokers,high,healthy,19-34,Europe,c0e60a1da1eabe1fda483e0d067b8add1f2232b2,ZE08
517,M,United Kingdom,0,secondary,30-40,intermediate smokers,low,overweight,2-18,Asia,2eee64253543bc07078a1b110663cd1e6d71e992,HU9
518,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,35-50,Antarctica,7058a0161b249d885c3ed445e4119e4189be83f6,N4F
519,F,United Kingdom,0,bachelor,20-30,heavy smokers,low,overweight,2-18,Asia,8dfe0aab963351ffe177e93ef4d79ecf5cbe50d9,NR8V
520,F,United Kingdom,0,masters,40-50,intermediate smokers,low,overweight,2-18,Africa,af026e2eb0bdf567ee78fb5113f44a0a9741761a,SL52
521,F,United Kingdom,0,secondary,20-30,heavy smokers,high,underweight,35-50,Europe,5d058069f33bb641b3bb482731e11b2fa09d15f3,TD37
522,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,35-50,Europe,4339d78c697788d8c8d31022b56800d856c9886a,B8
523,M,United Kingdom,0,bachelor,40-50,heavy smokers,high,underweight,35-50,South America,a0f7edbc88ba8883a36b6e7ea00ec676319c6c4e,DH7N
524,M,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,35-50,Asia,5fcb767d3b5936226796e3ab63599ff11c903eec,N3
525,M,United Kingdom,0,secondary,20-30,heavy smokers,low,overweight,19-34,Asia,cb7244d547b4baec7508e99f5f5e5aa21d38bf21,B2T
526,F,United Kingdom,0,secondary,20-30,light smokers,low,healthy,2-18,Oceania,fd47ea2c16e681d4fa0f98da6abf0ace080e958c,M20
527,M,United Kingdom,0,masters,20-30,heavy smokers,low,healthy,35-50,Africa,9d61793b7d0eb2cbcd963dca8d102d8adeb678ae,M51
528,F,United Kingdom,0,masters,30-40,intermediate smokers,moderate,healthy,2-18,Europe,f2c5a34dd50dbb4a7ac2431dfe81aee2841de522,N2
529,M,United Kingdom,0,secondary,30-40,light smokers,high,healthy,2-18,South America,7c0e1402a9c1f74e1292b408f7be0fd4e257f85c,CO98
530,M,United Kingdom,0,secondary,30-40,light smokers,moderate,overweight,2-18,Asia,bc971c29f3915b0dbfc424af3d0c0cdedbdbe334,KW4H
531,M,United Kingdom,0,secondary,60-70,heavy smokers,low,healthy,35-50,Oceania,34df0b38302aeb488dbbaa72a7979c62e7d2608b,TW9
532,F,United Kingdom,0,bachelor,50-60,heavy smokers,low,healthy,19-34,Africa,1bc75b3a496120a5a34dcddb54965a4470de0c15,G06
533,M,United Kingdom,0,other,20-30,heavy smokers,moderate,overweight,2-18,Europe,c972bf1bd7845b0e7630967615dcb6b77105ed22,NP6X
534,M,United Kingdom,0,secondary,60-70,light smokers,high,overweight,19-34,Africa,c0661ddbdd818aa033f868756fd657be3b8f9b23,GY3W
535,M,United Kingdom,0,primary,<20,intermediate smokers,moderate,underweight,35-50,Africa,087e8da9dce8d95e4d92cb56d75f4422c090942d,N53
536,M,United Kingdom,0,secondary,20-30,heavy smokers,moderate,healthy,19-34,Africa,4f747092f7b29743e90fc3b09b6790c8baab50d6,G44
537,M,United Kingdom,1,secondary,60-70,intermediate smokers,moderate,overweight,35-50,Asia,c6a4ceb373017554d77524fae59c5a3ad053ebfb,EH51
538,M,United Kingdom,0,phD,60-70,heavy smokers,moderate,underweight,2-18,Europe,6ba5de6d2bf92e1cc10927d88b63bcf8e2e0353f,WD59
539,M,United Kingdom,0,secondary,20-30,heavy smokers,high,healthy,19-34,Asia,3febb2db7b3ed7c01c1743040f45161270a7ff33,ZE5
540,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,19-34,Europe,a87503f74fdc1c924aee29e647abd33d43d71603,E2
541,F,United Kingdom,0,other,60-70,heavy smokers,low,healthy,35-50,South America,56be21918326219b9157e4251a1d37e089837868,HX99
542,F,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,underweight,35-50,South America,df6c267536ffc47913cfbb25208cc3cf81976fdc,S7
543,F,United Kingdom,0,secondary,40-50,intermediate smokers,high,healthy,19-34,Africa,1adab48cffdae17985e1a6cbb2d4406fa400f7a4,CT80
544,M,United Kingdom,0,secondary,50-60,intermediate smokers,high,overweight,19-34,North America,0a4701b8d0d74c30e4aa054afc1270b438144c6a,N9F
545,M,United Kingdom,0,secondary,40-50,heavy smokers,high,underweight,35-50,Africa,adfcd04524ee271af2d4292d2228a7f85ad4f3d3,G49
546,M,United Kingdom,0,phD,40-50,intermediate smokers,moderate,underweight,2-18,Europe,44d784776ef555c5ec68f1aa9109d7d372da6861,IM7E
547,F,United Kingdom,0,secondary,20-30,heavy smokers,high,overweight,2-18,Africa,1e738d4b5f591fb441d0080d43f9f3f8f2110d96,PE0
548,F,United Kingdom,0,secondary,30-40,light smokers,moderate,healthy,35-50,Europe,87625d1565b4562ce254d9f56f4a0e61d064213d,LA8
549,F,United Kingdom,0,other,50-60,heavy smokers,moderate,overweight,19-34,Asia,886c4a2c342be6d027d819a09790b22f05d539d7,HU8
550,M,United Kingdom,0,primary,40-50,intermediate smokers,low,underweight,35-50,North America,291395f601ff7c28fc01f55a12547ec1382f0f1c,CF89
551,F,United Kingdom,0,secondary,40-50,light smokers,low,healthy,19-34,North America,e378790fbec48594fb04d5ab7d7ca9ea639262f1,E3
552,M,United Kingdom,0,secondary,40-50,intermediate smokers,high,overweight,35-50,Europe,38207ff77da43c14671ee2ac40a22b45c83fa440,NW6
553,F,United Kingdom,0,secondary,20-30,heavy smokers,low,healthy,35-50,Europe,51a883836267f285e7dd2df3562c73b7bb09de75,G80
554,M,United Kingdom,0,secondary,20-30,intermediate smokers,low,underweight,35-50,North America,80463d66f944b336c0e6dcd5c5c1e3e2a8cbbe7c,DE0Y
555,M,United Kingdom,0,secondary,50-60,intermediate smokers,low,underweight,19-34,Europe,5fc425b7c64541e8cbf74c727e217bac46913d6d,RH7B
556,M,United Kingdom,0,masters,40-50,heavy smokers,low,healthy,19-34,Africa,6e8397fa5ed8a9a760949e80764650628061244d,B0S
557,M,United Kingdom,0,bachelor,60-70,heavy smokers,moderate,healthy,19-34,Europe,310be1fd4d5fc20c73cdeb33b1b5855a1cae60f1,CM7
558,M,United Kingdom,0,bachelor,20-30,heavy smokers,low,underweight,35-50,Asia,181bc838d74076969ab5ac3da2a25e66fe28437b,KT5
559,F,United Kingdom,0,secondary,20-30,heavy smokers,moderate,overweight,19-34,Oceania,9e968e49c7d4c28de5dd8f35b6b58bfc224106b8,G2D
560,M,United Kingdom,0,secondary,40-50,heavy smokers,high,healthy,2-18,Asia,e1c26aa70e7ee9346a973f752a9689f92937c2ce,S3
561,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,overweight,19-34,Europe,4ae18c4ddae1c582d15f9416e34ac6636533e193,M4
562,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,2-18,Africa,60631d2afc320ddc17aa2a0df540db6b46c9ca7c,N60
563,M,United Kingdom,0,phD,40-50,heavy smokers,low,healthy,19-34,Europe,3c776cfb067a949bd513b9e124773ea90f3bb497,E3H
564,M,United Kingdom,0,secondary,50-60,heavy smokers,,overweight,35-50,Europe,9e304d851741d271c6f2672c3141ff79b83b1755,WR8A
565,F,United Kingdom,0,secondary,40-50,heavy smokers,high,overweight,2-18,Asia,34bfd4e8f83fc974d4db8a4aa831e947323278fa,M9D
